name,roll,branch,start_year,current_courses,previous_courses_with_grades
Rohan Saxena,200165,BT,2020,SE;302;ML;101;502,401|5.3;DSA|8.2;AI|6.1;OS|5.3;302|7.5;SE|8.4;302|8.0;CNTR|5.1;102|8.5;CN|6.3
Ritika Malhotra,Maths2020-166,ECE,2022,AI;102;202;402;302,CNTR|5.4;SE|9.7;NLP|8.2;NLP|5.6;SE|6.1;201|6.8;302|5.3;302|5.1;ML|6.3;ML|7.9
Diya Kumar,200167,CSE,2019,OOPS;DSA;ML;201,101|8.1;201|6.0;401|9.0;502|8.2;AI|7.5;OOPS|6.1;202|6.7;401|5.5;201|6.6;ML|9.3
Yash Bose,Maths2020-168,ME,2023,OS;402;CN;402;CN;402,CNTR|8.5;301|5.3;102|6.2;NLP|7.7;OOPS|7.8;502|8.1;NLP|5.1;CN|5.5;NLP|6.7;CNTR|8.2
Sai Agarwal,200169,BT,2021,201;502;401;101;202;502,ML|7.9;501|5.4;102|6.5;OOPS|7.5;NLP|7.6;502|6.9
Aditi Iyer,200170,BT,2020,CN;OOPS;SE,DBMS|8.7;ML|6.9;402|8.3;DSA|9.1;AI|6.1;102|6.2;NLP|6.8
Sai Gupta,200171,EE,2019,DSA;SE;101;202,NLP|9.0;SE|5.4;DBMS|9.8;DBMS|9.4;101|9.3;ML|9.2;DSA|7.9;402|7.2;ML|7.7;DBMS|9.3
Yash Verma,200172,Maths,2020,AI;202;DBMS;401;201;SE,DBMS|5.9;SE|6.4;401|6.5;302|9.8;AI|9.2;301|9.7;DBMS|6.5;301|9.4;502|8.9
Isha Jain,200173,EE,2023,402;AI;OOPS;NLP;DSA;DSA,CNTR|8.6;501|7.2;102|8.4;DSA|7.0;AI|8.7;502|9.4;501|9.1;ML|5.2;OS|9.0
Ishaan Rao,200174,BT,2022,301;ML;OS;ML;OOPS;DBMS,301|9.2;201|7.7;501|5.5;402|8.6;DBMS|7.3;NLP|9.1;302|8.4;501|6.2;402|8.6
Vihaan Bose,ECE2023-175,EE,2023,SE;202;501;AI,DSA|8.1;OOPS|8.4;302|7.8;402|5.9;401|7.0
Aditi Kumar,200176,ECE,2022,AI;202;501;SE,402|10.0;SE|9.7;102|7.9;202|8.1;CNTR|9.9;AI|9.9
Tanvi Singh,ME2022-177,ME,2023,102;AI;OOPS,DSA|7.6;401|8.0;301|6.3;101|8.3;NLP|6.3;OS|6.6
Krishna Khan,200178,EE,2023,401;401;OS,402|6.1;DBMS|9.5;CN|8.2;NLP|8.2;502|9.3;502|8.7;DBMS|9.7;OOPS|6.9
Aarav Saxena,200179,CSE,2023,402;501;302;CN;202;402,NLP|8.7;OOPS|6.8;502|9.6;OOPS|7.8;502|6.1;AI|7.4
Rohan Desai,200180,Maths,2019,302;DBMS;OOPS;CNTR;OOPS,201|7.4;OOPS|8.3;CN|6.8;501|9.5;CNTR|9.3
Rohan Verma,CE2023-181,ME,2019,401;302;102;DSA,201|5.8;201|6.7;102|9.9;302|9.4;AI|9.7;OS|5.2;101|7.5;DSA|8.3;101|8.1;DSA|8.4
Krishna Iyer,200182,EE,2023,DSA;101;302;NLP;401,301|8.1;102|5.7;DBMS|8.2;OOPS|10.0;301|7.1;401|8.3;CNTR|8.3;501|9.3;NLP|6.7;502|9.8
Sai Jain,200183,CE,2020,DSA;401;CN;502,OS|8.0;CNTR|7.8;502|7.5;202|8.5;402|9.4;202|9.8;CN|9.6;402|8.1
Aarav Mehta,200184,EE,2019,OOPS;501;DBMS;OS;OS;202,SE|8.3;CN|6.0;CNTR|8.4;302|5.1;402|8.5;SE|6.6
Aditi Mehta,CE2022-185,EE,2023,SE;302;ML;202;CN,302|5.3;502|5.8;SE|8.1;DSA|5.4;501|8.7;ML|7.5
Priya Verma,ECE2021-186,EE,2022,AI;401;OOPS;DBMS;501,301|7.4;301|6.0;202|8.2;502|9.3;SE|9.6;OOPS|9.1;OS|5.6;502|6.9
Ritika Malhotra,200187,ECE,2019,502;101;501;DSA,202|6.0;101|6.3;OS|9.2;201|6.9;101|7.4;CNTR|8.8;402|9.4;OS|6.7;NLP|7.8
Vihaan Iyer,200188,CE,2019,DBMS;AI;202;DBMS,501|8.9;502|7.1;AI|8.1;202|9.6;201|7.9;CNTR|7.5
Kavya Malhotra,200189,Maths,2020,101;ML;NLP;NLP;502,302|7.2;NLP|6.2;OS|7.7;AI|9.9;AI|8.9;501|8.5;ML|9.4;401|5.5;CN|9.3
Ananya Malhotra,200190,ME,2022,302;DSA;DSA,501|7.8;DBMS|8.6;CN|5.0;101|9.9;501|6.3;401|5.6;501|5.8;101|8.1
Ishaan Khan,200191,Maths,2022,402;DSA;102,402|8.8;402|6.9;102|5.8;501|9.7;SE|6.1;302|7.6;SE|6.9;OOPS|9.5;OS|8.4
Diya Kapoor,200192,BT,2022,402;OS;502;102;201;401,ML|8.3;NLP|5.8;DSA|5.8;CNTR|8.5;102|9.8;OS|7.9;302|5.8;OS|5.2;102|7.7
Krishna Chowdhury,BT2023-193,ECE,2022,401;101;NLP;101;202,301|5.9;302|8.1;ML|7.7;NLP|8.9;501|6.3;102|5.7;501|6.3
Aditi Nair,Physics2019-194,CE,2022,ML;NLP;DBMS;402,OS|5.7;DBMS|8.6;ML|6.0;CNTR|5.6;NLP|6.9;SE|6.9;OS|6.3;NLP|8.2;401|5.7;OOPS|8.9
Kavya Saxena,ME2023-195,CSE,2021,502;502;502;502,DBMS|9.1;302|6.5;402|5.4;NLP|5.5;SE|9.4;101|9.8;301|8.8;202|8.0;301|6.2
Aditi Iyer,EE2021-196,CE,2020,402;101;302;502,SE|9.1;AI|6.5;CN|5.3;ML|8.3;302|5.5;OS|8.7;DBMS|5.0;DBMS|5.3;NLP|7.1;401|7.8
Tanvi Rao,Maths2023-197,ME,2023,NLP;CN;OS;101,DSA|7.7;401|6.4;301|6.9;302|8.8;SE|7.5;402|7.2;101|8.0;CN|8.1
Aarav Chowdhury,200198,ECE,2021,CNTR;DSA;CN;DSA,AI|8.6;OS|9.3;OOPS|8.9;DBMS|9.9;102|9.0;502|9.6
Sai Kapoor,200199,EE,2020,OOPS;CNTR;AI,201|7.1;202|9.2;DBMS|8.9;201|5.9;201|9.5
Vivaan Patel,200200,ECE,2019,NLP;SE;101;DBMS;OS,CN|6.2;502|9.5;302|6.2;OS|6.3;CNTR|7.0;302|5.5;301|5.9
Sai Nair,ME2021-201,BT,2021,302;102;201;301;AI;ML,101|7.6;AI|9.0;ML|6.7;AI|6.7;NLP|6.8;OOPS|9.6;402|8.2
Aditi Desai,200202,CE,2023,ML;OS;202;DBMS;502,DBMS|5.9;502|7.4;102|9.1;101|5.5;301|6.4;CN|5.6;OS|7.0
Arjun Saxena,Physics2021-203,BT,2023,CN;101;CNTR;DSA;DSA,NLP|6.9;102|9.7;101|5.7;202|6.5;402|9.6;AI|9.5;CN|8.9;202|7.6;SE|8.1;CNTR|6.9
Ishaan Kumar,200204,CSE,2021,401;401;SE,302|6.8;OS|8.4;102|8.9;CN|5.2;DBMS|9.7;102|7.7;DBMS|6.5
Rohan Khan,EE2019-205,BT,2023,NLP;502;DSA,ML|9.3;OS|6.7;301|5.6;402|8.3;202|6.3;101|7.1;OS|9.7;SE|8.5
Priya Mehta,200206,EE,2022,DBMS;102;ML;OOPS;OS;201,NLP|6.2;201|6.0;301|5.1;OOPS|9.6;AI|5.3;102|9.3;102|9.4;102|7.9;ML|6.1;NLP|5.7
Krishna Jain,Physics2022-207,ME,2021,302;SE;CN;OS;CN;401,101|7.5;301|8.2;AI|6.3;OS|8.7;201|9.3;101|7.0;CN|9.1;SE|8.0;401|5.4
Krishna Mehta,BT2021-208,Maths,2019,301;501;DSA,301|7.5;201|5.3;101|6.6;CNTR|8.3;401|7.1;102|7.4;SE|5.3;DSA|5.4;CNTR|5.2
Diya Malhotra,200209,CSE,2023,CN;OS;102,AI|8.0;102|9.8;NLP|5.7;101|8.2;OS|8.3
Sai Rao,200210,CSE,2023,202;SE;CNTR;NLP;302;302,201|6.2;401|5.3;DBMS|9.3;OS|6.9;DBMS|5.5;202|7.8;DSA|5.6;202|10.0;CN|8.1
Neha Jain,200211,Physics,2019,301;SE;102;CNTR;301,OS|6.6;301|7.4;301|7.7;AI|7.3;102|8.0;AI|9.6;AI|6.6;OOPS|8.9
Aarav Patel,200212,EE,2021,401;302;OOPS,ML|9.6;CNTR|9.1;302|6.5;202|6.6;OOPS|5.0;AI|6.6;CNTR|5.4;302|7.6;SE|9.2
Priya Kumar,200213,ECE,2021,502;101;OOPS;OOPS,AI|6.6;102|6.0;401|6.8;301|5.4;502|9.0;301|8.2;302|9.1;501|7.0;302|5.2;NLP|8.6
Aditi Chowdhury,200214,EE,2021,ML;401;101,302|7.8;OS|9.4;302|8.4;302|9.5;SE|6.6;102|5.5;502|6.8;402|5.0
Neha Saxena,200215,EE,2023,402;402;CN;CN;DSA,401|7.8;ML|9.8;201|9.7;501|9.6;502|7.7;OS|5.1
Vivaan Kapoor,200216,BT,2023,OOPS;102;502,CNTR|8.9;DBMS|9.4;101|7.2;102|9.1;201|5.3;401|7.2;DBMS|8.5;CN|7.0
Vihaan Chowdhury,CSE2020-217,CE,2023,ML;101;SE;ML;DBMS,AI|6.8;302|9.0;502|5.3;501|7.1;102|5.3;SE|6.3;NLP|8.6
Neha Reddy,BT2020-218,CSE,2023,CNTR;ML;402;201;302,CNTR|6.9;CN|8.3;OS|5.9;DBMS|9.8;202|9.9;302|7.3;CN|6.5;ML|6.1;101|9.9
Yash Desai,ECE2021-219,ME,2023,CNTR;502;NLP,CNTR|6.7;DBMS|5.4;401|5.8;DSA|5.5;DBMS|6.2
Arjun Sharma,ECE2023-220,ME,2021,NLP;102;DBMS;CNTR;401,CNTR|5.6;502|8.8;ML|8.0;501|6.5;201|5.8;501|6.8;ML|9.4;501|8.3
Ishaan Gupta,200221,ECE,2023,CNTR;101;202,OOPS|7.5;401|9.0;401|6.9;CNTR|8.7;OS|6.1;402|6.6;DSA|7.3;502|9.1
Ananya Rao,Physics2019-222,BT,2019,ML;AI;301,302|8.7;502|6.2;DSA|9.0;OOPS|7.9;OOPS|6.9;ML|7.2;401|7.0
Ishaan Mehta,200223,ME,2023,501;SE;302;OOPS;ML;201,AI|6.8;AI|5.9;502|9.0;401|9.6;302|8.3;AI|6.2;CNTR|5.6;CNTR|7.5;DBMS|8.6;OS|7.3
Rohan Rao,200224,ME,2019,102;201;202;DBMS;402,301|6.1;CNTR|7.0;DSA|9.3;301|9.0;NLP|5.3;102|8.5;301|5.5;501|5.8
Ananya Desai,200225,ME,2019,201;DSA;ML,201|5.9;DSA|6.4;OS|9.7;OS|5.0;401|9.0;501|8.7;DBMS|9.2
Tanvi Gupta,ECE2023-226,CSE,2020,301;DBMS;OOPS,AI|6.1;AI|6.7;DBMS|9.5;401|9.4;101|5.2;101|7.7
Krishna Desai,200227,ME,2020,SE;AI;AI,302|7.8;502|9.5;502|9.5;OOPS|9.9;102|6.1;402|8.4
Ishaan Malhotra,200228,ME,2020,NLP;102;101,CN|8.8;DSA|9.9;DSA|9.2;201|5.5;402|9.5;CN|9.1
Ritika Gupta,200229,ME,2023,CN;201;101;DBMS;201,202|9.2;102|6.9;AI|8.1;101|8.7;ML|6.2
Vihaan Sharma,CSE2021-230,ECE,2023,ML;402;DSA;402,CN|5.8;DSA|8.4;AI|6.7;ML|9.3;402|5.8;201|9.6;DBMS|5.7;OS|9.4
Ritika Bose,200231,CSE,2023,202;DSA;SE,NLP|6.2;301|8.7;201|7.2;DBMS|9.8;NLP|7.7;DSA|7.4;502|6.2;CN|5.4;SE|5.6
Neha Malhotra,200232,Maths,2023,301;201;CNTR;SE,DSA|8.5;202|5.4;NLP|7.6;102|8.6;302|9.0;401|9.8;OS|7.5
Yash Chowdhury,Physics2022-233,Maths,2020,DSA;402;102;201;CN,SE|8.0;NLP|7.6;402|6.7;AI|6.1;SE|5.5;102|7.4;401|8.9;301|5.2;402|7.1;NLP|9.6
Vihaan Singh,200234,ME,2019,ML;OS;101;AI;202,DBMS|7.4;501|9.1;201|7.1;501|8.1;202|6.1;301|6.2;OS|9.6;401|9.3;101|9.2
Priya Patel,EE2022-235,ECE,2021,302;OOPS;301,ML|7.1;OS|9.3;DBMS|6.2;101|5.7;NLP|7.6;301|6.7;502|9.9;OOPS|6.5;NLP|6.0
Rohan Bose,200236,CSE,2023,NLP;NLP;102;CNTR;501;202,OS|5.3;SE|9.8;402|5.2;202|7.2;AI|5.3
Priya Saxena,200237,ECE,2022,OOPS;AI;501,302|5.7;502|7.2;CN|5.7;DBMS|9.2;DBMS|5.2;ML|8.8;DBMS|9.2;302|5.1;DSA|7.4
Tanvi Verma,CE2019-238,CE,2022,101;NLP;401;SE,402|8.4;401|9.5;OOPS|9.7;CN|8.2;201|8.1;201|7.4
Neha Sharma,200239,ME,2020,ML;SE;402;OS,102|6.9;501|6.9;DSA|6.2;SE|6.2;NLP|7.3;101|9.8;SE|8.5
Sai Chowdhury,200240,EE,2020,SE;401;401;CN;ML;DSA,OS|6.3;CN|5.0;CN|7.3;401|7.6;502|7.7;101|8.2;DSA|5.3;NLP|8.9;OOPS|7.3
Krishna Verma,200241,Physics,2019,OOPS;OS;CNTR,101|6.6;302|6.0;302|8.0;DBMS|9.4;CN|9.2;502|9.8;NLP|7.8;501|6.8;OS|9.1
Isha Agarwal,200242,ME,2021,DSA;CNTR;CN,CN|5.9;502|9.1;AI|7.9;401|9.8;SE|9.6
Aarav Nair,200243,Physics,2022,202;OS;201;DSA,ML|6.0;202|7.5;NLP|8.5;OOPS|7.6;501|5.5;502|9.2;501|6.0;101|6.5;OS|7.3
Aditya Malhotra,200244,ME,2019,301;101;302;SE;ML,202|7.4;402|9.3;DBMS|5.7;402|6.9;OS|8.6;401|9.1;101|9.6;DBMS|8.5;NLP|5.6;CN|9.9
Kavya Reddy,200245,ME,2021,302;DBMS;CNTR;102;ML,201|8.5;401|9.3;NLP|7.2;OOPS|8.0;402|5.4;NLP|9.7;101|5.9;DSA|5.6;SE|9.4;102|6.0
Rohan Agarwal,200246,ECE,2019,DBMS;CN;301;ML;OS;302,ML|9.7;102|6.3;ML|8.8;CN|9.5;DSA|6.9;ML|9.3;102|7.4;AI|8.3
Krishna Desai,200247,Physics,2019,202;301;OS;201;DBMS,CNTR|9.9;CNTR|6.2;302|8.3;502|5.1;202|6.2;201|5.6;DSA|6.5;ML|6.6
Sai Kumar,200248,Physics,2022,402;102;402;NLP;ML;ML,DSA|7.9;101|5.2;201|5.2;301|9.1;DBMS|6.3
Vihaan Bose,BT2022-249,ECE,2023,502;SE;401;202;NLP,202|8.0;202|10.0;101|6.1;201|5.8;501|5.5
Isha Bose,200250,Physics,2020,CN;501;NLP,AI|8.5;AI|8.6;202|9.3;302|9.6;401|7.0;SE|7.0;DSA|5.6;CN|7.3;NLP|6.5
Diya Verma,200251,BT,2022,SE;CNTR;CNTR;201;NLP,DBMS|6.8;302|7.3;402|9.8;NLP|5.8;ML|7.0;202|7.8;CNTR|8.0;101|7.0
Rohan Nair,200252,Maths,2019,101;502;301;502;CN;101,401|6.0;502|9.2;ML|9.7;501|7.8;402|5.1;CN|7.8;101|9.3;401|8.1;502|5.9;302|5.7
Krishna Kumar,200253,Maths,2020,301;CN;101;CNTR;AI;NLP,402|5.7;402|6.8;101|5.2;402|8.4;CN|5.8;402|5.1;202|6.7;501|9.4
Aditi Agarwal,200254,Physics,2021,302;101;AI,501|10.0;DSA|9.3;NLP|6.8;DBMS|8.9;CNTR|5.4;CN|8.5;202|9.7;SE|9.5;201|9.6;OS|7.3
Vihaan Singh,Physics2020-255,Maths,2023,301;DSA;402;502;301,201|6.1;CNTR|7.6;102|8.2;CNTR|9.9;202|5.9
Krishna Gupta,200256,ME,2021,401;CNTR;OOPS;OS,101|6.5;ML|6.1;401|6.3;AI|7.2;OS|8.7;301|6.4;CNTR|8.9;AI|8.2
Tanvi Iyer,CE2019-257,Physics,2019,202;501;NLP,202|9.3;201|9.1;SE|8.4;402|8.4;AI|5.1;402|6.0;102|9.2;102|8.6
Sakshi Jain,EE2021-258,ECE,2019,DBMS;SE;102;401;NLP,DSA|7.8;SE|9.0;DSA|5.8;CNTR|5.5;OS|7.5;302|5.9;402|5.7;101|8.2;102|5.4;501|6.8
Vihaan Kapoor,200259,ME,2019,501;401;201,NLP|5.9;NLP|6.1;NLP|8.1;301|6.8;CN|7.2;OOPS|9.0
Kavya Sharma,Maths2019-260,Maths,2020,502;ML;AI,101|6.7;DSA|6.1;402|5.7;401|6.4;101|6.5;ML|7.7;DSA|6.4;302|6.2
Sai Jain,200261,BT,2019,DSA;NLP;402,CN|5.1;CNTR|9.5;CN|5.5;302|9.2;402|5.6;501|7.9;102|7.4;SE|6.7;NLP|7.0
Yash Agarwal,CE2022-262,BT,2022,CNTR;DBMS;301;NLP,DBMS|8.1;CNTR|8.1;AI|9.9;NLP|5.5;301|5.8;402|6.1
Aarav Kapoor,ECE2023-263,BT,2020,ML;201;OS,402|6.2;101|5.6;AI|9.2;OOPS|5.2;302|8.6;DSA|5.6;501|8.9
Rohan Kapoor,BT2019-264,CE,2019,102;101;CN;OS,402|9.9;OS|8.0;402|7.6;OS|9.4;ML|10.0;SE|9.8;302|9.5
Diya Gupta,200265,ECE,2023,102;502;CN;501;OS,202|9.6;301|9.9;501|7.5;ML|5.2;302|9.0;OS|5.4;AI|7.4;CN|8.3;SE|6.2;AI|8.9
Arjun Chowdhury,200266,BT,2023,NLP;502;OOPS;402,CN|7.4;202|8.0;OOPS|8.1;DBMS|6.9;402|6.2;OOPS|7.9;101|9.4;402|9.8
Ritika Agarwal,200267,CE,2022,101;NLP;202;202,502|9.9;ML|9.0;101|7.2;501|7.3;402|6.6;OS|8.5;402|5.5;CN|8.7
Aarav Patel,CE2023-268,Physics,2019,102;SE;AI;NLP,DBMS|8.2;NLP|6.1;DBMS|7.0;501|7.9;302|7.5;DBMS|5.8;CN|9.5;302|6.3;NLP|7.8
Rohan Jain,200269,EE,2021,SE;AI;201;301,102|7.6;CN|5.9;202|8.6;402|8.1;CNTR|9.3;202|9.5
Aarav Agarwal,200270,Physics,2023,NLP;502;501;502;CN,501|9.2;CNTR|6.7;SE|7.4;501|6.9;CNTR|5.3;501|6.5;101|8.5;SE|6.2;AI|8.5
Sai Patel,Physics2019-271,ECE,2021,AI;CNTR;DBMS;OS,SE|9.5;ML|7.5;202|5.4;DSA|7.4;402|6.5;OOPS|8.5
Priya Singh,Maths2021-272,BT,2019,NLP;402;CNTR,CN|7.0;502|7.8;201|5.8;CN|5.7;OOPS|9.8
Rohan Verma,EE2019-273,EE,2020,CN;SE;501;CN;NLP;DBMS,201|6.5;ML|5.8;AI|5.2;201|10.0;201|5.0;OS|9.3;AI|7.4
Aditya Jain,EE2023-274,CE,2021,OS;SE;101;CN;302;302,402|7.3;AI|9.6;101|7.1;OOPS|6.0;CN|5.8;202|8.4;402|6.6;101|6.7;SE|5.2;DBMS|6.4
Isha Agarwal,200275,Physics,2019,OS;401;501;301;OS,201|8.7;OS|7.5;301|7.5;301|9.0;ML|8.6
Ananya Kumar,200276,CSE,2019,302;OOPS;201;CN;DSA;501,ML|5.7;301|5.9;202|8.2;101|8.5;301|8.6
Vihaan Singh,EE2021-277,Physics,2023,ML;102;NLP,AI|5.2;502|8.3;NLP|9.7;201|8.2;502|8.0
Sakshi Verma,200278,CSE,2021,102;CNTR;NLP;402,ML|5.1;AI|7.4;401|5.8;201|8.2;401|8.6;402|9.8;OS|9.0;302|5.7;CNTR|9.8;402|7.5
Sakshi Mehta,200279,CE,2022,401;101;301;302;NLP,NLP|5.8;CN|7.8;ML|8.3;401|5.8;OS|9.8;101|9.5;OOPS|6.0;102|5.1
Aditi Kumar,200280,EE,2022,DBMS;OS;402;CNTR;NLP;CNTR,SE|8.1;NLP|7.2;102|5.4;OS|6.7;202|8.6;302|6.2
Priya Verma,ECE2023-281,Maths,2023,301;DSA;101,AI|9.5;501|5.6;OS|5.7;CN|5.7;201|7.2;DSA|6.5;CNTR|8.3;NLP|6.4;OS|9.8;ML|9.9
Sakshi Verma,CSE2019-282,CSE,2021,AI;202;201;CNTR,102|7.6;501|6.0;ML|6.0;401|8.4;302|7.0;AI|8.9;SE|9.5;CNTR|5.8
Sai Rao,200283,EE,2019,DBMS;CN;OS;302;CNTR,SE|8.0;SE|9.7;402|5.7;201|6.2;NLP|6.0;DSA|6.8;NLP|6.6
Kavya Verma,200284,EE,2020,501;402;OOPS;402;DSA;301,501|7.4;DBMS|7.7;AI|7.4;DBMS|7.2;AI|7.4
Ishaan Mehta,200285,CSE,2021,102;OS;OOPS;202;DBMS;DSA,301|6.5;CN|8.7;DSA|7.6;201|6.4;401|9.8;OOPS|6.9;CN|10.0
Diya Sharma,200286,ECE,2022,301;OS;401;OS,401|5.3;501|9.2;102|7.4;301|6.0;101|9.1;302|7.8;OS|8.2
Aarav Sharma,200287,Physics,2019,ML;CNTR;301;101,OS|8.8;501|7.4;102|5.3;202|7.8;102|5.7
Aarav Iyer,200288,Physics,2020,DBMS;NLP;502,DBMS|10.0;302|7.1;301|7.8;102|5.4;CN|5.2;ML|6.9
Aarav Singh,CE2021-289,ME,2020,102;DBMS;NLP,502|9.2;501|5.7;401|5.3;101|9.8;OS|5.4;SE|5.3;402|8.9;501|7.3;301|8.7
Sai Bose,CSE2020-290,CE,2021,DBMS;OS;ML;CNTR;CN;102,202|6.2;302|9.1;AI|8.1;AI|6.1;201|8.9;OOPS|7.5;CN|7.5;AI|6.5
Vihaan Khan,ECE2019-291,Physics,2021,ML;SE;SE;502;NLP;201,CNTR|9.0;101|7.7;202|6.9;AI|9.9;CNTR|5.7;DBMS|9.9;CN|5.8;201|8.1
Ishaan Kapoor,200292,CE,2019,AI;102;AI;CNTR;DSA,402|5.7;302|7.4;OS|7.6;OS|5.7;302|8.9;CN|6.6;402|6.4;AI|5.7;ML|9.0
Sakshi Nair,CSE2023-293,EE,2019,402;402;DBMS,CNTR|7.1;DSA|10.0;502|9.2;DSA|9.3;501|9.1;SE|9.7;301|9.8;NLP|6.6
Krishna Mehta,200294,Physics,2019,OS;CNTR;NLP;SE;502;OOPS,302|6.0;202|7.4;CN|8.3;501|8.8;402|5.4;101|7.7;402|5.1;DSA|6.0;SE|8.4
Priya Malhotra,200295,ME,2020,OOPS;302;ML;101,AI|5.7;401|9.8;501|6.8;OS|9.3;202|6.6;ML|5.5;OS|7.1;201|10.0;202|5.3
Vivaan Desai,200296,ME,2021,AI;DBMS;402;CN,DSA|7.0;CN|7.5;102|5.7;201|9.7;101|7.6
Arjun Kumar,CE2019-297,Maths,2022,201;CN;DSA;AI;DBMS;501,SE|9.7;402|8.8;DSA|8.8;401|6.6;502|8.5;AI|7.5
Kavya Gupta,Physics2022-298,ECE,2019,NLP;401;NLP,SE|7.9;402|5.6;101|7.5;DSA|5.4;201|9.5;102|8.3;CN|6.9
Ananya Patel,200299,EE,2021,502;102;DSA,DBMS|6.7;301|7.7;CN|8.1;401|5.0;DBMS|7.7;DSA|5.3;401|8.8;OOPS|8.3;402|10.0;301|9.4
Ritika Rao,200300,Physics,2023,DSA;DBMS;AI;502;401,SE|8.4;NLP|7.6;102|9.1;SE|7.6;402|9.0
Ritika Malhotra,CE2019-301,BT,2019,501;AI;502;OOPS;302,401|7.8;401|8.1;301|7.3;102|5.3;ML|8.4;OS|8.8;ML|8.8;SE|8.6;DSA|9.3
Aditya Gupta,200302,BT,2022,DBMS;401;DSA,101|9.9;401|8.8;301|9.9;NLP|6.8;DSA|8.5;DSA|9.1;DSA|7.4;501|5.3
Vihaan Patel,200303,CE,2020,401;OOPS;301;OOPS,AI|8.5;CN|7.7;ML|7.4;502|9.4;401|5.7;402|6.8
Aarav Saxena,200304,EE,2023,101;NLP;SE;DSA;CN;OOPS,502|8.5;502|7.1;ML|6.2;302|8.0;OS|5.1;OS|6.2
Yash Khan,200305,EE,2021,402;CNTR;AI;201;DSA,AI|8.2;402|7.3;401|8.0;DBMS|6.6;301|6.1;101|5.4;SE|9.1
Kavya Sharma,200306,Physics,2021,101;ML;201;402,ML|6.4;401|7.5;AI|10.0;AI|7.8;102|6.9
Isha Bose,200307,CSE,2022,ML;502;501;402,402|8.5;DBMS|7.9;402|7.6;NLP|5.6;101|7.8;401|7.5
Aditya Gupta,200308,EE,2019,CN;201;CN;202;DBMS;CNTR,502|8.9;ML|8.9;101|7.6;102|8.5;DSA|5.3;DSA|6.4;OOPS|7.4
Vivaan Khan,200309,EE,2021,CN;NLP;302;502,CN|6.8;DSA|7.9;SE|7.5;NLP|8.4;301|8.7
Ritika Jain,200310,Physics,2021,OOPS;401;SE;ML,SE|5.8;DSA|9.1;301|5.1;201|8.4;DSA|6.1;501|8.5;402|8.5;AI|6.6;NLP|7.7;OS|8.3
Aditi Kumar,200311,Physics,2021,502;202;CN;OOPS,501|8.4;302|7.7;NLP|9.1;DBMS|8.1;101|7.3;NLP|9.6;102|8.3;CNTR|9.9;401|7.0
Sakshi Gupta,ME2019-312,ME,2019,102;AI;502;CN;102;502,NLP|9.3;DSA|8.8;OOPS|5.2;DBMS|8.0;DSA|8.2;DSA|7.8
Priya Singh,Maths2022-313,ECE,2023,202;202;402;OS;ML,CNTR|7.7;502|8.0;CN|7.6;NLP|7.1;501|6.9;CN|9.6
Vivaan Desai,200314,ECE,2022,201;AI;502,OS|9.0;ML|8.4;302|6.7;CNTR|6.4;302|6.1;CNTR|9.4;OOPS|5.1;AI|8.4;402|6.2;DBMS|6.0
Ritika Bose,CE2022-315,BT,2021,NLP;402;DBMS,CN|5.9;OOPS|7.0;202|6.6;102|7.0;101|5.4;302|5.7;DSA|6.9
Ishaan Chowdhury,200316,EE,2021,DBMS;201;202;SE,ML|5.5;102|8.7;201|9.0;201|7.6;402|6.9;CN|6.1;501|6.4;ML|7.8
Isha Kumar,200317,EE,2023,402;DBMS;401;302,SE|5.4;501|10.0;CN|8.8;501|6.4;401|7.7;102|5.3;302|9.1;CNTR|7.8;302|9.2;202|6.0
Aarav Kumar,CE2019-318,Physics,2021,302;ML;401,NLP|8.2;DBMS|8.3;302|6.1;502|6.6;NLP|7.4
Sakshi Saxena,CSE2019-319,Maths,2021,OS;OOPS;502,ML|8.7;102|8.5;101|8.2;402|6.3;DBMS|9.8;NLP|7.9
Tanvi Chowdhury,200320,ME,2020,NLP;NLP;CNTR;301;NLP;501,OS|6.3;102|5.6;402|5.9;DSA|5.3;ML|6.7;402|9.0;302|8.3;201|9.2
Diya Malhotra,200321,Physics,2021,SE;CN;AI;102;502;OOPS,502|6.3;OOPS|8.7;CNTR|6.5;DSA|7.2;NLP|6.7;202|5.2;ML|5.9
Arjun Verma,ME2020-322,BT,2023,302;NLP;102;202;DSA;CN,202|7.8;SE|5.4;CNTR|5.0;NLP|8.8;301|6.9;202|8.4;201|5.6;301|5.6
Ritika Mehta,200323,CSE,2019,DSA;DSA;SE;ML,102|5.9;502|6.6;101|8.6;DBMS|9.3;SE|5.3;202|6.7;402|6.7;302|9.1;NLP|6.7
Priya Bose,200324,BT,2022,CN;OS;401;201,201|9.3;AI|7.4;102|9.9;SE|5.7;NLP|9.6;202|7.4;102|10.0
Rohan Malhotra,200325,ECE,2019,CN;SE;NLP,302|8.1;301|6.5;OS|8.3;OOPS|6.4;NLP|7.7;201|8.3;NLP|9.8
Rohan Malhotra,Maths2019-326,CE,2019,CN;OOPS;502,CNTR|9.0;302|8.2;OOPS|8.7;201|9.2;501|9.7;CN|7.9;201|7.4;OOPS|8.2
Ananya Saxena,200327,ME,2020,DSA;401;CNTR;501,201|7.4;DBMS|7.3;401|6.2;501|8.6;102|5.6;CN|9.8;CN|5.2;DSA|6.9
